ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,label
1722971598.890122,Cdj3bc1B1MFJqhSuD2,192.168.1.4,40167,192.168.1.1,53,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,DNS
1722971615.943921,CodYY4ROCAGBrhMg9,192.168.1.4,60992,104.254.151.36,443,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,HTTPS
1722971567.528092,CJH1xOSeXqettWXC2,192.168.1.4,36612,192.168.1.1,53,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,DNS
1722971627.125337,CuUeM41xI805Duhzwj,192.168.1.4,35956,172.253.122.113,443,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,HTTPS
1722971598.890122,Cdj3bc1B1MFJqhSuD2,192.168.1.4,40167,192.168.1.1,53,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,DNS
1722971567.62644,CDRkQ635kAcCIWcxaj,192.168.1.4,53816,34.226.36.53,443,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,HTTPS
1722971567.275731,CzkDRY25FuOWlxzrj2,192.168.1.4,46386,31.13.71.36,443,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,HTTPS
1722971627.565673,CdCt5t1EMl9O1Q8BXg,192.168.1.4,44176,142.251.179.94,443,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,HTTPS
1722971598.865842,CZX1ek2Sp8gV8BCIzg,192.168.1.4,55006,192.168.1.1,53,udp,0.0058670044000000005,69,139,SF,True,True,0,Dd,1,97,1,167,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,DNS
1722971563.99265,CMoQZB4bobmUa5UQwc,192.168.1.4,42536,192.168.1.1,53,udp,0.0024139881,44,108,SF,True,True,0,Dd,1,72,1,136,2f7b1a137f80530a,8ddefade71cf79efaa71eef7d15ee56615,DNS
