ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1718291171.161162,C8oimq3AKEhsE7diJ8,192.168.1.4,44197.0,192.168.1.1,53.0,udp,0.000509023666381,58.0,58.0,SF,1.0,1.0,0.0,Dd,1.0,86.0,1.0,86.0,DNS
1718288514.347136,ChV3lb1H5T7cOpt3ah,192.168.1.4,60542.0,8.8.8.8,53.0,udp,0.000509023666381,58.0,58.0,SF,1.0,1.0,0.0,Dd,1.0,86.0,1.0,86.0,DNS
1718288442.308272,CLDzdn2TNZUACAm3Kk,192.168.1.4,44382.0,192.168.1.1,53.0,udp,0.000509023666381,58.0,58.0,SF,1.0,1.0,0.0,Dd,1.0,86.0,1.0,86.0,DNS
1718288494.908045,CZfEHE28BKvf99onnb,192.168.1.4,33436.0,8.8.8.8,53.0,udp,0.000509023666381,58.0,58.0,SF,1.0,1.0,0.0,Dd,1.0,86.0,1.0,86.0,DNS
1718288514.570314,CL4mcS3tv7c6FjYxM8,192.168.1.4,50017.0,8.8.8.8,53.0,udp,0.023884057998657,49.0,114.0,SF,1.0,0.0,0.0,Dd,1.0,77.0,1.0,142.0,DNS
1718294126.332052,CpQVal1g7BJtB4R5f,144.80.110.89,5566.0,192.168.1.4,22.0,tcp,0.027909994125366,23.0,22.0,RSTR,0.0,1.0,0.0,ShADadr,3.0,155.0,4.0,194.0,SSH
1718289077.466242,Cb7x1e4AE57ORHSRo4,192.168.1.4,51735.0,8.8.8.8,53.0,udp,0.027909994125366,23.0,22.0,RSTR,0.0,1.0,0.0,ShADadr,3.0,155.0,4.0,194.0,DNS
1718288488.319497,CXFXvz3APr96R2lcrl,192.168.1.4,38125.0,8.8.8.8,53.0,udp,0.055957794189453,37.0,53.0,SF,1.0,0.0,0.0,Dd,1.0,65.0,1.0,81.0,DNS
1718288521.262874,CUJzCm3cXYRFgFQfU4,192.168.1.4,56117.0,8.8.8.8,53.0,udp,0.055957794189453,37.0,53.0,SF,1.0,0.0,0.0,Dd,1.0,65.0,1.0,81.0,DNS
1718289264.164201,CW5iQk15y1IBvDI3H4,192.168.1.4,45153.0,8.8.8.8,53.0,udp,0.050555944442749,31.0,89.0,SF,1.0,0.0,0.0,Dd,1.0,59.0,1.0,117.0,DNS
1718289212.383542,CArDQg20RKzh4UbEO7,192.168.1.4,57711.0,8.8.8.8,53.0,udp,0.054930925369262,29.0,87.0,SF,1.0,0.0,0.0,Dd,1.0,57.0,1.0,115.0,DNS
1718288493.752308,C4pZ4m4gHBcWJTE9W1,192.168.1.4,48048.0,8.8.8.8,53.0,udp,0.054930925369262,29.0,87.0,SF,1.0,0.0,0.0,Dd,1.0,57.0,1.0,115.0,DNS
