ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,label
1722973954.905103,C07u8K244kPDt0w7J6,192.168.1.4,34848,107.178.254.65,443,udp,0.003852129,36,98,SF,True,True,0,IIiishhhHH,1,64,1,126,80031aa11a0a4499,e0031aa11a0a4499,HTTPS
1722973983.461477,CN49YC4PTBwAfsqrJg,192.168.1.4,60623,192.168.1.1,53,udp,0.021023035000000002,32,218,SF,True,True,0,Dd,1,60,1,246,80031aa11a0a4499,e0031aa11a0a4499,DNS
1722973987.663451,C8XtCF49hScA4w5qqk,192.168.1.4,47652,192.168.1.1,53,udp,0.0464911461,54,274,SF,True,True,0,Dd,1,82,1,302,80031aa11a0a4499,e0031aa11a0a4499,DNS
1722973985.147902,CO2u2UCVvt4UHeMUb,192.168.1.4,33455,192.168.1.1,53,udp,0.0464911461,54,274,SF,True,True,0,Dd,1,82,1,302,80031aa11a0a4499,e0031aa11a0a4499,DNS
1722973985.210311,Ca57Ml1kWWvAdnOeta,192.168.1.4,55569,192.168.1.1,53,udp,0.0464911461,54,274,SF,True,True,0,Dd,1,82,1,302,80031aa11a0a4499,e0031aa11a0a4499,DNS
1722973986.296579,Cbhomw1QEATxsT1NE2,192.168.1.4,52694,192.168.1.1,53,udp,0.05747509,41,231,SF,True,True,0,Dd,1,69,1,259,80031aa11a0a4499,e0031aa11a0a4499,DNS
1722973983.50562,CJeXwt4kwj0R2lzGHi,192.168.1.4,40516,63.140.38.111,443,tcp,30.0742230415,3320,6313,SF,True,False,0,ShADadFfR,16,4136,13,6997,80031aa11a0a4499,e0031aa11a0a4499,HTTPS
1722973954.405139,C2NdIZ3Z4nhBgMnUr2,192.168.1.4,47534,54.158.205.30,443,tcp,60.3653790951,3571,9160,SF,True,False,0,ShADadfF,25,4879,28,10624,80031aa11a0a4499,e0031aa11a0a4499,HTTPS
1722973772.922694,ChCbK92tF4laPizL2d,192.168.1.4,49708,172.253.122.102,443,tcp,240.073431015,2869,7392,SF,True,False,0,ShADadtFf,23,4085,22,8544,80031aa11a0a4499,e0031aa11a0a4499,HTTPS
1722974013.563693,CkEm9I1xy8pJ5vBk2f,192.168.1.4,59052,216.176.183.74,443,tcp,240.073431015,2869,7392,SF,True,False,0,ShADadtFf,23,4085,22,8544,80031aa11a0a4499,e0031aa11a0a4499,HTTPS
