ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,client_protocol,label
1723133127.938794,CXsQA94c38oCaMyrej,192.168.1.4,44974,31.13.66.19,443,udp,0.0687859058,4027,9429,SF,True,False,0,Dd,7,4223,10,9709,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133053.998449,CD1kJb3BxHZWbBj9T1,192.168.1.4,60242,104.21.95.87,443,udp,0.0687859058,4027,9429,SF,True,False,0,Dd,7,4223,10,9709,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.017457,CwkgZdkt8nP2a2Qt,192.168.1.4,53205,192.168.1.1,53,udp,0.0687859058,4027,9429,SF,True,False,0,Dd,7,4223,10,9709,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.229353,CJZtxA404eNVHnstU8,192.168.1.4,51915,192.168.1.1,53,udp,0.0054571629000000005,47,109,SF,True,True,0,Dd,1,75,1,137,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133126.801843,C0KphA1bYD78TzwtS5,192.168.1.4,51126,172.253.62.94,443,udp,0.0054571629000000005,47,109,SF,True,True,0,Dd,1,75,1,137,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.104309,CyKNwI1wt4r5LD4bKg,192.168.1.4,37688,68.67.160.137,443,udp,0.0054571629000000005,47,109,SF,True,True,0,Dd,1,75,1,137,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.193304,CEmEha4vUUyUqTeIS3,192.168.1.4,34148,192.168.1.1,53,udp,0.0054571629000000005,47,109,SF,True,True,0,Dd,1,75,1,137,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.102373,CeYz17BDzipry2Sq9,192.168.1.4,44356,34.98.64.218,443,udp,0.0054571629000000005,47,109,SF,True,True,0,Dd,1,75,1,137,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133077.344228,CRwURv1RlaBN0EzhSd,192.168.1.4,42014,34.117.188.166,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.17463,C0UQU2YR8ppCtUBdb,192.168.1.4,38176,199.38.167.131,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133068.512947,ChQcqc363LeD3d1dsc,192.168.1.4,43598,142.251.16.156,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133147.945108,C8ugmI1Ad8dcKgKWmi,192.168.1.4,54466,199.38.167.131,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133156.550609,CpoWzq0zhgJ02Zn43,192.168.1.4,59622,20.114.189.135,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.020175,CQt6cq3uv7N7djXU96,192.168.1.4,47610,192.168.1.1,53,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.108367,C8Pv6z4u3gZDhD8vb,192.168.1.4,55296,23.193.217.21,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133126.767685,CnGIG83pYEmxQEY6Id,192.168.1.4,35808,192.168.1.1,53,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133127.614213,CxNbsa5DscXA2x4ae,192.168.1.4,40336,34.214.2.139,443,udp,0.1380329132,1787,9826,SF,True,False,0,Dd,5,1927,11,10134,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133155.691105,CxJYO821RDh0jjxiIj,192.168.1.4,43738,192.168.1.1,53,udp,0.0029082298000000003,49,401,SF,True,True,0,Dd,1,77,1,429,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.206622,CD7FCS1ujShh0VP0yd,192.168.1.4,37804,3.166.192.94,443,tcp,0.0456700325,1817,4924,SF,True,False,0,ShADadFRfR,12,2413,11,5504,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133156.506753,CWqIkQ3dADdFydte2l,192.168.1.4,55977,192.168.1.1,53,udp,0.0456700325,1817,4924,SF,True,False,0,ShADadFRfR,12,2413,11,5504,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133068.675412,C1kmWEJtOUclbGg2e,192.168.1.4,42092,142.251.111.154,443,udp,0.09621095660000001,5680,10300,SF,True,False,0,Dd,11,5988,13,10664,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.071897,CaqpRz1dazG91CQzpg,192.168.1.4,60576,192.168.1.1,53,udp,0.0116128922,48,382,SF,True,True,0,Dd,1,76,1,410,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.08762,CM6Mjz3zfzJifQmgk6,192.168.1.4,37714,68.67.160.137,443,tcp,0.0627288818,1847,2936,SF,True,False,0,ShADadFfR,9,2299,7,3308,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133127.474587,CzYlWz4bntaAhprzQa,192.168.1.4,44879,192.168.1.1,53,udp,0.0627288818,1847,2936,SF,True,False,0,ShADadFfR,9,2299,7,3308,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133128.017772,CXFdM4ailGqwI6qwj,192.168.1.4,39133,192.168.1.1,53,udp,0.0249090195,47,456,SF,True,True,0,Dd,1,75,1,484,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133155.721501,CKxyeg25XeiOJpY7I6,192.168.1.4,39696,13.107.253.40,443,udp,0.0249090195,47,456,SF,True,True,0,Dd,1,75,1,484,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.097626,ChOFe81Rk5K8EfZRvl,192.168.1.4,55306,23.193.217.21,443,tcp,0.048386097,1874,4594,SF,True,False,0,ShADadFRf,12,2458,11,5174,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133059.819062,C6PR683eWgoEBDtkLl,192.168.1.4,56015,34.120.15.67,443,udp,5.1909909248,10494,6628,SF,True,False,0,Dd,21,11082,17,7104,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.107469,CHMdj646DkD8Ac8VPg,192.168.1.4,35164,8.28.7.83,443,udp,5.1909909248,10494,6628,SF,True,False,0,Dd,21,11082,17,7104,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.10868,ChOFe81Rk5K8EfZRvl,192.168.1.4,55306,23.193.217.21,443,udp,5.1909909248,10494,6628,SF,True,False,0,Dd,21,11082,17,7104,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133128.179836,CIUJbwpfWJG34EQm7,192.168.1.4,51236,23.220.132.230,443,tcp,0.033509016,1791,4046,SF,True,False,0,ShADFadRRf,9,2207,8,4470,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133155.436211,CvsKG04jSKsleoxhje,192.168.1.4,44739,192.168.1.1,53,udp,0.033509016,1791,4046,SF,True,False,0,ShADFadRRf,9,2207,8,4470,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133155.942209,Chz6rg4vnrhnXgpT9d,192.168.1.4,38170,192.168.1.1,53,udp,0.027077913300000003,44,461,SF,True,True,0,Dd,1,72,1,489,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133155.696368,Cu1PWK3hq0eo6P9nx8,192.168.1.4,44025,192.168.1.1,53,udp,0.027077913300000003,44,461,SF,True,True,0,Dd,1,72,1,489,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133155.51383,CKvzSf1WxYFYKB2dc,192.168.1.4,42734,13.107.253.40,443,udp,0.027077913300000003,44,461,SF,True,True,0,Dd,1,72,1,489,6d9db2b53be15128,ed9db2b53be15128,h3,HTTPS
1723133156.506753,CWqIkQ3dADdFydte2l,192.168.1.4,55977,192.168.1.1,53,udp,0.022799015000000002,41,176,SF,True,True,0,Dd,1,69,1,204,6d9db2b53be15128,ed9db2b53be15128,h3,DNS
1723133068.4504,C5kU7a2q3sB1IJzld1,192.168.1.4,38631,142.251.163.104,443,udp,0.022799015000000002,41,176,SF,True,True,0,IIiiihIhhHHhHH,1,69,1,204,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133128.072427,Cl9bPj2aaay39LOYwc,192.168.1.4,54488,192.168.1.1,53,udp,0.022799015000000002,41,176,SF,True,True,0,IIiiihIhhHHhHH,1,69,1,204,4fb29152dcdec847,efb29152dcdec847,h3,DNS
1723133156.776918,CoZViK2hWol2d3HLC7,192.168.1.4,41169,192.168.1.1,53,udp,0.0019640923000000003,47,193,SF,True,True,0,Dd,1,75,1,221,4fb29152dcdec847,efb29152dcdec847,h3,DNS
1723133064.966147,CM0yY91i2E7IY5Qst,192.168.1.4,46260,34.120.202.204,443,tcp,60.3245511055,1800,5181,SF,True,False,0,ShADadFf,13,2484,11,5761,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133127.635771,CahN2x4sBQWvvdOmO1,192.168.1.4,60586,52.216.222.161,443,tcp,60.3245511055,1800,5181,SF,True,False,0,ShADadFf,13,2484,11,5761,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133127.645834,Cp3GSA3nX49zRZH397,192.168.1.4,49854,192.168.1.1,53,udp,60.3245511055,1800,5181,SF,True,False,0,ShADadFf,13,2484,11,5761,4fb29152dcdec847,efb29152dcdec847,h3,DNS
1723133128.016837,CGLbTK3RqnIt2PDtjh,192.168.1.4,36972,192.168.1.1,53,udp,0.0030121803000000003,49,389,SF,True,True,0,Dd,1,77,1,417,4fb29152dcdec847,efb29152dcdec847,h3,DNS
1723133170.865734,CIsLKdRUV19xXAb8,192.168.1.4,48175,192.168.1.1,53,udp,0.0030121803000000003,49,389,SF,True,True,0,Dd,1,77,1,417,4fb29152dcdec847,efb29152dcdec847,h3,DNS
1723133068.512947,ChQcqc363LeD3d1dsc,192.168.1.4,43598,142.251.16.156,443,udp,0.1852838993,5074,9822,SF,True,False,0,Dd,12,5410,13,10186,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133126.824281,C3u7Yx4ezlCi9jlLGi,192.168.1.4,46210,52.92.226.241,443,tcp,15.0421991348,2463,14599,RSTO,True,False,0,ShADadtfR,25,3495,24,15629,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133128.096354,CT8og31MTvciIFRXw,192.168.1.4,40520,18.238.4.111,443,tcp,15.0421991348,2463,14599,RSTO,True,False,0,ShADadtfR,25,3495,24,15629,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133156.243452,CPa3Tr1hZIp7oViOyh,192.168.1.4,45786,23.213.158.7,443,tcp,15.0421991348,2463,14599,RSTO,True,False,0,ShADadtfR,25,3495,24,15629,4fb29152dcdec847,efb29152dcdec847,h3,HTTPS
1723133075.13571,CYGeVQ5dawHNIoYF2,192.168.1.4,57049,31.13.66.19,443,tcp,15.0421991348,2463,14599,RSTO,True,False,0,IIishhhHHh,25,3495,24,15629,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133156.308689,CEqG9A2Iuj3hzWanz3,192.168.1.4,56117,192.168.1.1,53,udp,0.0018389225000000002,54,118,SF,True,True,0,Dd,1,82,1,146,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133126.776456,Ci6LBfkdZWA4b4Yke,192.168.1.4,35708,192.168.1.1,53,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.277202,C7qxw31M7zVzKJNrI4,192.168.1.4,38220,199.38.167.131,443,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133126.784909,CqoKIf1F4hFDwA2nb2,192.168.1.4,44053,192.168.1.1,53,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.195573,CEKHWC1uh8PZzCTQj,192.168.1.4,54032,35.71.131.137,443,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133160.203086,C86v0W3omhxMUSJ7f7,192.168.1.4,52581,192.168.1.1,53,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.362688,CrHRd62By2DgDOGwx9,192.168.1.4,49182,192.168.1.1,53,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133155.691882,CWhsoG4P3000qMrlu9,192.168.1.4,37113,192.168.1.1,53,udp,0.12008595470000001,48,321,SF,True,True,0,Dd,1,76,1,349,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.359469,CVdXYu8m5LVU9dmkg,192.168.1.4,42360,192.168.1.1,53,udp,0.001996994,40,376,SF,True,True,0,Dd,1,68,1,404,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133156.479015,Clg3cK2iYK0DuIvMqc,192.168.1.4,41818,192.168.1.1,53,udp,0.001996994,40,376,SF,True,True,0,Dd,1,68,1,404,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133125.277935,Cpm20n44s0IfUv3aCc,192.168.1.4,39939,192.168.1.1,53,udp,0.0151770115,63,453,SF,True,True,0,Dd,1,91,1,481,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.073834,C0M3G83Axm4uNMZpf1,192.168.1.4,57704,192.168.1.1,53,udp,0.0532879829,41,467,SF,True,True,0,Dd,1,69,1,495,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133126.883021,CpXzqlzU39ZDf2hT5,192.168.1.4,48562,192.168.1.1,53,udp,0.0532879829,41,467,SF,True,True,0,Dd,1,69,1,495,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.4911,CRzCt03i8dAf5DnxD6,192.168.1.4,59456,192.168.1.1,53,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.072823,Chkisl3stXXYKSgTQc,192.168.1.4,39206,192.168.1.1,53,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.727017,ClCmv2yPnZK1eoqPe,192.168.1.4,57040,192.168.1.1,53,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.089103,C94Q9g1fWTbTgihatd,192.168.1.4,40494,18.238.4.111,443,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133156.776853,C6ew8H3KwvT7izRucd,192.168.1.4,35400,192.168.1.1,53,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.519261,CYwUt546FhW5EX4I0j,192.168.1.4,54922,192.168.1.1,53,udp,0.0019159317,52,113,SF,True,True,0,Dd,1,80,1,141,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.092515,ChbfAR1gZgth5Wnrgb,192.168.1.4,35176,8.28.7.83,443,tcp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133155.711078,CWkXGs2ulTrQozZpc7,192.168.1.4,53576,192.168.1.1,53,udp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133125.293922,CkLvrt35HTfcu1G4Xl,192.168.1.4,47432,192.168.1.1,53,udp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.621604,CW1DPP3nr0OBbFq8Da,192.168.1.4,58086,192.168.1.1,53,udp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.39639,CgiTRf1BzAZZUo02u1,192.168.1.4,42216,54.88.71.114,443,udp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133128.359586,CfMLXm3eWLaSySlOEc,192.168.1.4,38693,192.168.1.1,53,udp,0.0578188896,1729,4458,SF,True,False,0,ShADaFdRRft,10,2197,8,6330,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.161824,CdcaCdDzBrnTzAkik,192.168.1.4,53086,35.244.154.8,443,tcp,0.0532948971,1822,6747,SF,True,False,0,ShADadFfRR,10,2326,8,7171,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133128.180581,CTx4xjqFgKtXLqXNd,192.168.1.4,52878,192.168.1.1,53,udp,0.025653839100000003,40,165,SF,True,True,0,Dd,1,68,1,193,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.35141,CVbYcs2M6OOStsRI5j,192.168.1.4,57637,192.168.1.1,53,udp,0.025653839100000003,40,165,SF,True,True,0,Dd,1,68,1,193,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133128.451427,CarIcg4YBuSjoFIqHc,192.168.1.4,58729,192.168.1.1,53,udp,0.0021009445,39,120,SF,True,True,0,Dd,1,67,1,148,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133127.031151,CgOIgl1nyjSycBccGa,192.168.1.4,46892,3.166.192.77,443,udp,0.0021009445,39,120,SF,True,True,0,Dd,1,67,1,148,ff65d6f69313886e,862400c424654faa,h3,HTTPS
1723133127.727017,ClCmv2yPnZK1eoqPe,192.168.1.4,57040,192.168.1.1,53,udp,0.0193359852,58,139,SF,True,True,0,Dd,1,86,1,167,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133157.349779,CizVyqWDfKq7LfMbf,192.168.1.4,60016,192.168.1.1,53,udp,0.0193359852,58,139,SF,True,True,0,Dd,1,86,1,167,ff65d6f69313886e,862400c424654faa,h3,DNS
1723133068.45093,CuqQdH2lX4BkHYpzal,192.168.1.4,36430,142.251.111.154,443,udp,0.0193359852,58,139,SF,True,True,0,IIiiihhhIHHhH,1,86,1,167,370a13d92858c4fe,f70a13d92858c4fe,h3,HTTPS
1723133128.206321,CueXXw2UNKqntBTndg,192.168.1.4,56027,192.168.1.1,53,udp,0.0054759979000000005,58,143,SF,True,True,0,Dd,1,86,1,171,370a13d92858c4fe,f70a13d92858c4fe,h3,DNS
1723133127.521129,COzEgC19ZhWd6rTE3d,192.168.1.4,57408,142.251.111.97,443,udp,0.0054759979000000005,58,143,SF,True,True,0,Dd,1,86,1,171,370a13d92858c4fe,f70a13d92858c4fe,h3,HTTPS
1723133125.353947,CvPke91CDeBH24vNRf,192.168.1.4,33078,35.166.34.177,443,udp,0.0054759979000000005,58,143,SF,True,True,0,Dd,1,86,1,171,370a13d92858c4fe,f70a13d92858c4fe,h3,HTTPS
1723133156.562858,CNql492fPQ2XGWA7Y2,192.168.1.4,33441,192.168.1.1,53,udp,0.0098829269,86,168,SF,True,True,0,Dd,1,114,1,196,370a13d92858c4fe,f70a13d92858c4fe,h3,DNS
1723133141.883518,CJBRV51la4bAcivfH3,192.168.1.4,34687,192.168.1.1,53,udp,0.0098829269,86,168,SF,True,True,0,Dd,1,114,1,196,370a13d92858c4fe,f70a13d92858c4fe,h3,DNS
1723133110.864242,CCCfWL1gNk4yZ0fDdc,192.168.1.4,40325,104.21.95.87,443,udp,0.0098829269,86,168,SF,True,True,0,IIiiiI,1,114,1,196,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,HTTPS
1723133127.486151,CTDZQb45Gprg2kcZF8,192.168.1.4,47666,192.168.1.1,53,udp,0.0013980865,59,349,SF,True,True,0,Dd,1,87,1,377,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,DNS
1723133128.087563,C4CGfq4ppsEvlVHKDj,192.168.1.4,46204,192.168.1.1,53,udp,0.040821075400000004,52,200,SF,True,True,0,Dd,1,80,1,228,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,DNS
1723133127.486797,CEhhcV1OCL5qi2ykMk,192.168.1.4,43614,192.168.1.1,53,udp,0.040821075400000004,52,200,SF,True,True,0,Dd,1,80,1,228,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,DNS
1723133155.28092,CZkHtS1OsyMxvhpmKf,192.168.1.4,54180,192.168.1.1,53,udp,0.0726530552,42,128,SF,True,True,0,Dd,1,70,1,156,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,DNS
1723133128.071697,CAToZp3MXDzPBBxM33,192.168.1.4,40311,192.168.1.1,53,udp,0.0726530552,42,128,SF,True,True,0,Dd,1,70,1,156,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,DNS
1723133128.087134,C3SZQaqs0sodmwac5,192.168.1.4,53484,142.251.111.154,443,tcp,0.0469331741,1762,5605,SF,True,False,0,ShADFadRfR,9,2178,8,6029,efca04dc28f2ff9f,01e1f4980b60b02840e37d980d60b3d1caf60789,h3,HTTPS
