id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
192.168.1.4,37276.0,204.79.197.239,443.0,tcp,206.301906108856,18421.0,10387.0,RSTR,1.0,0.0,0.0,ShADadr,35.0,19841.0,43.0,12119.0,0.0
192.168.1.4,48418.0,23.51.233.68,443.0,tcp,3.42168402671814,2621.0,12949.0,SF,1.0,0.0,0.0,ShADadFfR,15.0,3385.0,16.0,13789.0,0.0
192.168.1.4,51953.0,192.168.1.1,53.0,udp,2.94714403152466,1887.0,3984.0,SF,1.0,0.0,0.0,ShADadFf,10.0,2415.0,8.0,4408.0,0.0
192.168.1.4,59616.0,3.163.245.4,443.0,tcp,240.596605062485,2438.0,6603.0,SF,1.0,0.0,0.0,ShADadfF,20.0,3486.0,22.0,7755.0,0.0
192.168.1.6,37216.0,192.168.1.4,22.0,SSH,16.587449073791504,1631.0,2086.0,SF,1.0,1.0,0.0,ShADadFf,17.0,2523.0,22.0,3238.0,1.0
192.168.1.6,53656.0,192.168.1.4,22.0,SSH,13.580965995788574,1623.0,2086.0,SF,1.0,1.0,0.0,ShADadFf,17.0,2515.0,22.0,3238.0,1.0
192.168.1.4,46828.0,34.36.216.150,443.0,tcp,1.86579084396362,2620.0,4399.0,SF,1.0,0.0,0.0,ShADadFf,18.0,3564.0,16.0,5239.0,0.0
192.168.1.4,55523.0,192.168.1.1,53.0,udp,2.55958580970764,1881.0,5617.0,SF,1.0,0.0,0.0,ShADadFfR,12.0,2489.0,12.0,6249.0,0.0
192.168.1.4,59870.0,45.60.158.17,443.0,udp,0.055782079696655,47.0,184.0,SF,1.0,1.0,0.0,Dd,1.0,75.0,1.0,212.0,0.0
192.168.1.6,45984.0,192.168.1.4,22.0,SSH,16.5862820148468,1631.0,2086.0,SF,1.0,1.0,0.0,ShADadFf,17.0,2523.0,22.0,3238.0,1.0
192.168.1.4,36635.0,192.168.1.1,53.0,udp,0.001793146133422,55.0,224.0,SF,1.0,1.0,0.0,Dd,1.0,83.0,1.0,252.0,0.0
192.168.1.4,34214.0,23.194.131.96,443.0,udp,0.046080112457275,4694.0,6580.0,SF,1.0,0.0,0.0,Dd,10.0,4974.0,11.0,6888.0,0.0
