ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,label
1722971872.127821,CIN87i15Id4NREU0Xk,192.168.1.4,47455,142.251.179.154,443,udp,0.0042710304000000004,30,89,SF,True,True,0,IIiiiIhhhHHhH,1,58,1,117,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
1722971897.000507,C50t3u1QMojtvr9vUl,192.168.1.4,46723,192.168.1.1,53,udp,0.055462837200000004,35,425,SF,True,True,0,Dd,1,63,1,453,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971898.52947,CdymWC1jEzCvDF0SWk,192.168.1.4,46076,192.168.1.1,53,udp,0.007030010200000001,38,94,SF,True,True,0,Dd,1,66,1,122,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971898.765552,C4nQgV30plOmk1mhN1,192.168.1.4,35296,192.168.1.1,53,udp,0.016382932700000002,40,384,SF,True,True,0,Dd,1,68,1,412,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971900.140717,C1xpGr2ZRRemtbl7bg,192.168.1.4,51330,192.168.1.1,53,udp,0.0281059742,33,145,SF,True,True,0,Dd,1,61,1,173,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971957.326038,C8KR6v2nSqP5hogbc2,192.168.1.4,60924,192.168.1.1,53,udp,0.0281059742,33,145,SF,True,True,0,Dd,1,61,1,173,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971899.308862,CBkGq821Q1qLYJfOte,192.168.1.4,57852,35.172.99.217,443,tcp,19.6192770004,2538,5990,RSTO,True,False,0,ShADadfR,17,3430,16,6830,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
1722971900.596175,C1m32LyPeeAsNjBJ6,192.168.1.4,33794,192.168.1.1,53,udp,0.0011899471,47,132,SF,True,True,0,Dd,1,75,1,160,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971869.817314,C6M6Wt17hcL6fOeOld,192.168.1.4,43231,34.111.113.62,443,udp,0.0011899471,47,132,SF,True,True,0,Dd,1,75,1,160,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
1722971870.515765,COViRh1FnsZ7QBTqGc,192.168.1.4,55084,34.160.152.31,443,udp,2.8957309723,11313,7115,SF,True,False,0,Dd,22,11929,25,7815,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
1722971913.745696,CRAQSRoN8TPQgck3b,192.168.1.4,41800,54.210.80.232,443,udp,2.8957309723,11313,7115,SF,True,False,0,Dd,22,11929,25,7815,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
1722971901.109854,CDPwli1zSuwk6lGFe,192.168.1.4,56005,192.168.1.1,53,udp,0.0017380714,76,158,SF,True,True,0,Dd,1,104,1,186,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971900.120386,CFfUbj1c3vm66GV8h7,192.168.1.4,49182,192.168.1.1,53,udp,0.0479030609,34,344,SF,True,True,0,Dd,1,62,1,372,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971899.426751,CCbpqc1cA7ZQGKPes5,192.168.1.4,34341,192.168.1.1,53,udp,0.0070800781000000005,38,103,SF,True,True,0,Dd,1,66,1,131,4ee0b22997eb31d6,eee0b22997eb31d6,DNS
1722971870.600325,Cq1htd4YecH9lb503i,192.168.1.4,33002,172.253.122.102,443,udp,0.0070800781000000005,38,103,SF,True,True,0,Dd,1,66,1,131,4ee0b22997eb31d6,eee0b22997eb31d6,HTTPS
