ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,client_initial_dcid,server_scid
1723224237.42741,C6wXM046nfCzUN1pWj,192.168.1.4,48295.0,192.168.1.1,53.0,udp,44.050281047821,2497.0,8225.0,SF,1.0,0.0,0.0,ShADadFf,17.0,3389.0,17.0,9117.0,0.0,27426bbf5d2d1649,014cad5b43ece330064ccb5b61ecc4bb24efe735
1723223325.92679,COYole3CKKk43yfjaf,192.168.1.4,36264.0,13.224.214.56,443.0,udp,0.025623083114624,43.0,93.0,SF,1.0,1.0,0.0,Dd,1.0,71.0,1.0,121.0,0.0,89a8aba41e0bd858,9c21000413b89d68
1723223479.66693,C68KRfY1TFBaBA44,192.168.1.4,45442.0,3.166.192.79,443.0,tcp,240.342362880707,3178.0,4956940.0,SF,1.0,0.0,1046724.0,ShADadtgtgtfF,750.0,49258.0,1122.0,5018148.0,0.0,22fe794a8f9925ff,e2fe794a8f9925ff
1723213982.519678,Coj5FS2VzxQyeZugv6,192.168.1.6,56512.0,192.168.1.4,22.0,SSH,0.000691890716552,23.0,22.0,RSTR,1.0,1.0,0.0,ShADadr,4.0,239.0,5.0,278.0,1.0,,
1723223265.19818,CWTLst3lEFUXC3R5x3,192.168.1.4,35520.0,172.253.122.97,443.0,udp,0.077239990234375,4024.0,8800.0,SF,1.0,0.0,0.0,Dd,7.0,4220.0,10.0,9080.0,0.0,a877d7e21937cf35,01a19d7d6b1d73c903a01f7df31d77fb1a71de9d
1723222018.387997,Cqr2JNPGReM7hJOwb,192.168.1.6,57830.0,192.168.1.4,22.0,SSH,16.586169004440308,1607.0,2086.0,SF,1.0,1.0,0.0,ShADadFf,17.0,2499.0,22.0,3238.0,1.0,,
1723224745.1711,CcLfM93pFzIyDMOuq,192.168.1.4,60712.0,54.88.71.74,443.0,udp,0.041860818862915,45.0,172.0,SF,1.0,1.0,0.0,Dd,1.0,73.0,1.0,200.0,0.0,8b9218a33761d1a7,eb9218a33761d1a7
1723223408.38946,C4LkxC10gmp4va1wQ2,192.168.1.4,59104.0,40.71.99.188,443.0,tcp,12.7669808864594,2888.0,6880.0,SF,1.0,0.0,0.0,ShADadFf,11.0,3468.0,13.0,7564.0,0.0,9aaf8aa949a18504,faaf8aa949a18504
1723218831.666501,COLtwv17z7pcMgauBd,192.168.1.6,43418.0,192.168.1.4,22.0,SSH,16.592930793762207,1639.0,2086.0,SF,1.0,1.0,0.0,ShADadFf,17.0,2531.0,22.0,3238.0,1.0,,
1723224804.53401,CweQbc99BWVkTU2l3,192.168.1.4,40426.0,99.84.220.163,443.0,tcp,164.77757191658,7097.0,520063.0,SF,1.0,0.0,0.0,ShADadtFf,168.0,15853.0,247.0,532915.0,0.0,27a0afb31abe8de6,e7a0afb31abe8de6
