ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,label
1723133849.707562,CGjfdA4d2Q1SL4W6oh,192.168.1.4,60181,31.13.66.19,443,udp,199.0484910011,2478,38536,SF,True,False,0,IIishhhHHh,30,4046,38,40520,267e9d4c7677a34e,a72400bb4c4a859c,HTTPS
1723133793.035098,CeRRALYtDe9kUiIF3,192.168.1.4,53120,192.168.1.1,53,udp,199.0484910011,2478,38536,SF,True,False,0,IIishhhHHh,30,4046,38,40520,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133791.489604,CR6K8C15TYCkeI9ht,192.168.1.4,53814,3.166.192.88,443,udp,199.0484910011,2478,38536,SF,True,False,0,IIishhhHHh,30,4046,38,40520,267e9d4c7677a34e,a72400bb4c4a859c,HTTPS
1723133941.164301,CKOEAX3rr1MFwhuw6d,192.168.1.4,52650,23.209.184.180,443,udp,199.0484910011,2478,38536,SF,True,False,0,IIishhhHHh,30,4046,38,40520,267e9d4c7677a34e,a72400bb4c4a859c,HTTPS
1723133789.962976,C0hjRk2Toa0uV6gkug,192.168.1.4,50531,192.168.1.1,53,udp,0.0423281193,42,429,SF,True,True,0,Dd,1,70,1,457,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133969.967986,CEEUwx1wcVvCCyrgNd,192.168.1.4,46450,192.168.1.1,53,udp,0.0423281193,42,429,SF,True,True,0,Dd,1,70,1,457,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133728.613255,Cn7zxXXZ2qqoiepUh,192.168.1.4,32825,192.168.1.1,53,udp,0.0423281193,42,429,SF,True,True,0,Dd,1,70,1,457,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133546.770197,Cizi4F45N6JSSoOre9,192.168.1.4,33977,192.168.1.1,53,udp,0.0423281193,42,429,SF,True,True,0,Dd,1,70,1,457,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133666.667682,CdNbem3YL0JASuCUt6,192.168.1.4,42153,192.168.1.1,53,udp,0.0018131733,46,393,SF,True,True,0,Dd,1,74,1,421,267e9d4c7677a34e,a72400bb4c4a859c,DNS
1723133581.534577,CmeFZr1fPNTxilytIa,192.168.1.4,37728,192.168.1.1,53,udp,0.0018131733,46,393,SF,True,True,0,Dd,1,74,1,421,267e9d4c7677a34e,a72400bb4c4a859c,DNS
