ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,client_initial_dcid,server_scid,label
1723133186.865702,CC2jV914UF02E6hjl6,192.168.1.4,57887,172.253.63.102,443,tcp,73.647372961,3290,4532,RSTO,True,False,0,IIiiiIhhHhHhH,15,4078,12,5164,be11a0737857b683,fe11a0737857b683,HTTPS
1723133247.79471,Cp1zWY2u5VmSUGkJ1i,192.168.1.4,50198,192.168.1.1,53,udp,73.647372961,3290,4532,RSTO,True,False,0,IIiiiIhhHhHhH,15,4078,12,5164,be11a0737857b683,fe11a0737857b683,DNS
1723133216.976926,Cu2Kw03AZ7jWo2fTK2,192.168.1.4,53528,192.168.1.1,53,udp,0.0766608715,92,534,SF,True,True,0,Dd,1,120,1,562,be11a0737857b683,fe11a0737857b683,DNS
1723133217.004808,CJou7M1QvScbTloy54,192.168.1.4,47226,192.168.1.1,53,udp,0.0404701233,98,269,SF,True,True,0,Dd,1,126,1,297,be11a0737857b683,fe11a0737857b683,DNS
1723133185.952322,CFafIg4jyiOpALLdof,192.168.1.4,37533,192.168.1.1,53,udp,0.0404701233,98,269,SF,True,True,0,Dd,1,126,1,297,be11a0737857b683,fe11a0737857b683,DNS
1723133216.897818,CryW3j4KY1UHf2Jd4g,192.168.1.4,60058,192.168.1.1,53,udp,0.0391638279,64,201,SF,True,True,0,Dd,1,92,1,229,be11a0737857b683,fe11a0737857b683,DNS
1723133217.759226,C1BjKO24UoieIQCLec,192.168.1.4,38505,192.168.1.1,53,udp,0.0016670227,54,118,SF,True,True,0,Dd,1,82,1,146,be11a0737857b683,fe11a0737857b683,DNS
1723133210.819897,C69DRP3PnvwfVTobEf,192.168.1.4,49389,192.168.1.1,53,udp,0.0016670227,54,118,SF,True,True,0,Dd,1,82,1,146,be11a0737857b683,fe11a0737857b683,DNS
1723133215.510819,Ccw77I33VPb79QnQR5,192.168.1.4,40174,192.168.1.1,53,udp,0.0107810497,37,316,SF,True,True,0,Dd,1,65,1,344,be11a0737857b683,fe11a0737857b683,DNS
1723133186.544867,Cfg8TS2TQWxZe1qDa5,192.168.1.4,49482,142.251.111.97,443,udp,0.0107810497,37,316,SF,True,True,0,Dd,1,65,1,344,be11a0737857b683,fe11a0737857b683,HTTPS
1723133247.932321,CeCVIA1KZJSLZ5ZW22,192.168.1.4,36970,54.88.98.245,443,tcp,0.054495811500000005,1888,3757,SF,True,False,0,ShADadFfRR,11,2432,9,4233,be11a0737857b683,fe11a0737857b683,HTTPS
1723133216.895828,C3UHYX1oH1bKScrhW5,192.168.1.4,38493,192.168.1.1,53,udp,0.054495811500000005,1888,3757,SF,True,False,0,ShADadFfRR,11,2432,9,4233,be11a0737857b683,fe11a0737857b683,DNS
1723133216.322792,CyOYQG2MJh2OTFncpb,192.168.1.4,38148,152.199.0.214,443,udp,0.054495811500000005,1888,3757,SF,True,False,0,ShADadFfRR,11,2432,9,4233,be11a0737857b683,fe11a0737857b683,HTTPS
1723133248.170451,Cqz7s620cC02bI4EYk,192.168.1.4,54036,192.168.1.1,53,udp,0.054495811500000005,1888,3757,SF,True,False,0,ShADadFfRR,11,2432,9,4233,be11a0737857b683,fe11a0737857b683,DNS
1723133186.658576,CWjlpu3gPxFIBivf11,192.168.1.4,45323,192.168.1.1,53,udp,0.0057179928,51,341,SF,True,True,0,Dd,1,79,1,369,be11a0737857b683,fe11a0737857b683,DNS
1723133246.685582,C5l7tw8n0uSMjgt,192.168.1.4,46813,192.168.1.1,53,udp,0.0057179928,51,341,SF,True,True,0,Dd,1,79,1,369,be11a0737857b683,fe11a0737857b683,DNS
1723133185.961336,COVHnv1favu1DiiSN9,192.168.1.4,44376,192.168.1.1,53,udp,0.0543541908,60,283,SF,True,True,0,Dd,1,88,1,311,be11a0737857b683,fe11a0737857b683,DNS
1723133245.791746,Ca3OQN1msfJJsImIgh,192.168.1.4,38288,192.168.1.1,53,udp,0.0543541908,60,283,SF,True,True,0,Dd,1,88,1,311,be11a0737857b683,fe11a0737857b683,DNS
1723133185.962205,C7aBK54W74JHYvLZ57,192.168.1.4,54338,172.253.62.94,443,udp,0.0543541908,60,283,SF,True,True,0,Dd,1,88,1,311,be11a0737857b683,fe11a0737857b683,HTTPS
1723133186.52027,Cz6e7m3PEMuVoJ9t71,192.168.1.4,42485,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
1723133248.274235,CKm99r1v7GfE2pCyCe,192.168.1.4,40034,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
1723133201.883674,CQfbD23XmVSK6XcUU6,192.168.1.4,55858,63.140.39.72,443,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,HTTPS
1723133216.41935,Ciksqp1Bv3b8g921s2,192.168.1.4,57831,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
1723133186.678069,CjYBKX2SPp8gVwBci3,192.168.1.4,57037,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
1723133247.722922,C2o4Af4laLkbZrE7ue,192.168.1.4,41234,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
1723133186.658576,CWjlpu3gPxFIBivf11,192.168.1.4,45323,192.168.1.1,53,udp,0.025330781900000002,53,384,SF,True,True,0,Dd,1,81,1,412,be11a0737857b683,fe11a0737857b683,DNS
